"","pid","sex","birth_year","race","hispanic","home_language","US_born","grade_w1","suspension_this_year","ever_suspended","grade_last_suspended","extrav","agree","consc","neuro","open","anger","optimism","anxiety","race_complex","extrav_c","agree_c","consc_c","neuro_c","open_c","anxiety_c","anger_c","optimism_c"
"2880","94572380","male",79,"BLACK","no","English",NA,"9","no","no",NA,2,3,2.75,3,3,3.5,3,2.5,"Black",-1.05480819586279,0.0976859125425502,-0.231703325477874,0.0430904687090861,-0.307966745221262,-0.355230426813302,0.463799423932967,0.157845640219953
"2882","94572388","female",79,"OTHER","no","English","yes","9","yes","yes","9",3.25,3,3.75,2.5,3,3,2.5,2.75,"White",0.195191804137209,0.0976859125425502,0.768296674522126,-0.456909531290914,-0.307966745221262,-0.105230426813302,-0.0362005760670332,-0.342154359780047
"2883","94572396","male",78,"OTHER","no","English","yes","10","no","no",NA,3,3,2.75,2.75,3,3,3,3,"White",-0.0548081958627913,0.0976859125425502,-0.231703325477874,-0.206909531290914,-0.307966745221262,0.144769573186698,-0.0362005760670332,0.157845640219953
"2886","94572560","female",76,"OTHER","no","English",NA,"12",NA,"no",NA,4,2.5,3.25,2.75,3.25,3.25,3,2.75,"White",0.945191804137209,-0.40231408745745,0.268296674522126,-0.206909531290914,-0.057966745221262,-0.105230426813302,0.213799423932967,0.157845640219953
"2887","94572567","male",78,"OTHER","no","English","yes","11","no","no",NA,3,3.5,2.75,3,3.5,3,3.5,3,"White",-0.0548081958627913,0.59768591254255,-0.231703325477874,0.0430904687090861,0.192033254778738,0.144769573186698,-0.0362005760670332,0.657845640219953
"2888","94572661","male",77,"OTHER","no","English",NA,"12","no","no",NA,3,2.5,2.75,3,4,3,3,3,"White",-0.0548081958627913,-0.40231408745745,-0.231703325477874,0.0430904687090861,0.692033254778738,0.144769573186698,-0.0362005760670332,0.157845640219953
"2889","94572662","male",81,"OTHER","no","English","yes","7","no","no",NA,3.5,3,3,3,3.75,3.5,3,3,"White",0.445191804137209,0.0976859125425502,0.018296674522126,0.0430904687090861,0.442033254778738,0.144769573186698,0.463799423932967,0.157845640219953
"2890","94572667","female",78,"OTHER","no","English",NA,"10","no","no",NA,3.25,3.25,3.25,3,3.5,3,3,2.5,"White",0.195191804137209,0.34768591254255,0.268296674522126,0.0430904687090861,0.192033254778738,-0.355230426813302,-0.0362005760670332,0.157845640219953
"2891","94572878","female",79,"OTHER","no","English",NA,"10","no","no",NA,2.75,3,3,3.25,3.25,3.25,2.75,2.75,"White",-0.304808195862791,0.0976859125425502,0.018296674522126,0.293090468709086,-0.057966745221262,-0.105230426813302,0.213799423932967,-0.0921543597800469
"2892","94572902","female",79,"OTHER","no","English","yes","9","no","no",NA,3.5,2.75,3.25,2.5,3,3.25,3,2.75,"White",0.445191804137209,-0.15231408745745,0.268296674522126,-0.456909531290914,-0.307966745221262,-0.105230426813302,0.213799423932967,0.157845640219953
"2893","94572912","female",79,"OTHER","no","English",NA,"10","no","no",NA,3.25,2.75,2.75,2.5,3.25,3.5,3,3.5,"White",0.195191804137209,-0.15231408745745,-0.231703325477874,-0.456909531290914,-0.057966745221262,0.644769573186698,0.463799423932967,0.157845640219953
"2894","94572918","female",77,"OTHER","no","English","yes",NA,NA,"no",NA,3,3,3,3,3.5,3,3,3.75,"White",-0.0548081958627913,0.0976859125425502,0.018296674522126,0.0430904687090861,0.192033254778738,0.894769573186698,-0.0362005760670332,0.157845640219953
"2895","94572923","female",82,"OTHER","no","English","yes","7","yes","yes","6",3.25,3,3,4,4.5,3.5,2,4.25,"White",0.195191804137209,0.0976859125425502,0.018296674522126,1.04309046870909,1.19203325477874,1.3947695731867,0.463799423932967,-0.842154359780047
"2897","94572929","female",79,"OTHER","no","English","yes","9","no","no",NA,3,2.75,3,3.25,3,2.75,2.75,3,"White",-0.0548081958627913,-0.15231408745745,0.018296674522126,0.293090468709086,-0.307966745221262,0.144769573186698,-0.286200576067033,-0.0921543597800469
"2898","94572940","female",78,"OTHER","no","English","yes","11","no","no",NA,3,3,3,2.75,3.5,3,3,2.25,"White",-0.0548081958627913,0.0976859125425502,0.018296674522126,-0.206909531290914,0.192033254778738,-0.605230426813302,-0.0362005760670332,0.157845640219953
"2899","94572944","female",77,"OTHER","no","English","yes","10","no","no",NA,3.75,3.25,3.25,4.25,3.25,4,2.25,2.75,"White",0.695191804137209,0.34768591254255,0.268296674522126,1.29309046870909,-0.057966745221262,-0.105230426813302,0.963799423932967,-0.592154359780047
"2900","94572977","female",77,"BLACK","no","English","yes","11",NA,"no",NA,2.5,3.25,1.75,2.5,2,1.5,2,2.75,"Black",-0.554808195862791,0.34768591254255,-1.23170332547787,-0.456909531290914,-1.30796674522126,-0.105230426813302,-1.53620057606703,-0.842154359780047
"2901","94572981","male",80,"OTHER","no","English","yes","8","no","yes","7",3,3,3.25,2.5,3.25,3.5,2.75,2.75,"White",-0.0548081958627913,0.0976859125425502,0.268296674522126,-0.456909531290914,-0.057966745221262,-0.105230426813302,0.463799423932967,-0.0921543597800469
"2903","94572988","female",81,"OTHER","no","English","yes","8","no","no",NA,3.25,3,3.5,2.75,3.5,3.5,3.25,2.75,"White",0.195191804137209,0.0976859125425502,0.518296674522126,-0.206909531290914,0.192033254778738,-0.105230426813302,0.463799423932967,0.407845640219953
"2904","94572989","female",80,"OTHER","no","English",NA,"8","no","no",NA,3.25,3,2.75,2.75,3.25,3.5,3,2.75,"White",0.195191804137209,0.0976859125425502,-0.231703325477874,-0.206909531290914,-0.057966745221262,-0.105230426813302,0.463799423932967,0.157845640219953
"2905","94573092","female",78,"OTHER","no","English","yes","11","no","no",NA,3,2.75,3.5,2.75,3.25,3.5,3,3,"White",-0.0548081958627913,-0.15231408745745,0.518296674522126,-0.206909531290914,-0.057966745221262,0.144769573186698,0.463799423932967,0.157845640219953
"2906","94573223","female",76,"OTHER","no","English",NA,NA,"no","no",NA,3.66666666666667,2.25,1.33333333333333,2,2,1.5,2.25,1.66666666666667,"White",0.611858470803875,-0.65231408745745,-1.64836999214454,-0.956909531290914,-1.30796674522126,-1.18856376014663,-1.53620057606703,-0.592154359780047
"2907","94573232","female",77,"OTHER","no","English","yes","12",NA,"no",NA,3,3,3.25,2.75,3.5,3,3,3,"White",-0.0548081958627913,0.0976859125425502,0.268296674522126,-0.206909531290914,0.192033254778738,0.144769573186698,-0.0362005760670332,0.157845640219953
"2909","94573418","female",80,"OTHER","no","English","yes","9","no","yes","9",4,3.75,3,3,3,2.75,3,2,"White",0.945191804137209,0.84768591254255,0.018296674522126,0.0430904687090861,-0.307966745221262,-0.855230426813302,-0.286200576067033,0.157845640219953
"2910","94573439","female",79,"BLACK","no","English","yes","9",NA,"no",NA,2.75,3,3.5,3,3.25,3.75,3,3,"Black",-0.304808195862791,0.0976859125425502,0.518296674522126,0.0430904687090861,-0.057966745221262,0.144769573186698,0.713799423932967,0.157845640219953
"2911","94573497","female",80,"OTHER","no","English",NA,"9","no","no",NA,3.5,3,3,3,3.5,3,3,2.5,"White",0.445191804137209,0.0976859125425502,0.018296674522126,0.0430904687090861,0.192033254778738,-0.355230426813302,-0.0362005760670332,0.157845640219953
"2913","94573691","female",76,"OTHER","no","English","yes","12",NA,"yes","11",4,2.5,2.5,2.75,3.25,2.5,3,2.75,"White",0.945191804137209,-0.40231408745745,-0.481703325477874,-0.206909531290914,-0.057966745221262,-0.105230426813302,-0.536200576067033,0.157845640219953
"2914","94573693","female",78,"OTHER","no","English","yes","12",NA,"no",NA,3.75,2.75,3,3,3.25,3.25,3.25,2.75,"White",0.695191804137209,-0.15231408745745,0.018296674522126,0.0430904687090861,-0.057966745221262,-0.105230426813302,0.213799423932967,0.407845640219953
"2915","94573699","male",77,"OTHER","no","English","yes","10","yes","yes","6",3.25,2.75,3,3.25,3.25,3,3,2.25,"White",0.195191804137209,-0.15231408745745,0.018296674522126,0.293090468709086,-0.057966745221262,-0.605230426813302,-0.0362005760670332,0.157845640219953
"2917","94573925","female",76,"BLACK","no","English","yes",NA,NA,"no",NA,3,3.5,3,3,3,3.5,3,3.5,"Black",-0.0548081958627913,0.59768591254255,0.018296674522126,0.0430904687090861,-0.307966745221262,0.644769573186698,0.463799423932967,0.157845640219953
"2918","94573941","female",81,"OTHER","no","English","yes","8","yes","no",NA,3.25,2.75,3.25,3,3.5,3.5,3.25,3,"White",0.195191804137209,-0.15231408745745,0.268296674522126,0.0430904687090861,0.192033254778738,0.144769573186698,0.463799423932967,0.407845640219953
"2920","94573943","female",78,"OTHER","no","English","yes","11","no","no",NA,3,3.25,3,3.25,3,3.75,2.25,2.5,"White",-0.0548081958627913,0.34768591254255,0.018296674522126,0.293090468709086,-0.307966745221262,-0.355230426813302,0.713799423932967,-0.592154359780047
"2921","94573944","male",75,"OTHER","no","English","yes","12",NA,"no",NA,2.75,2.25,3,3.75,3.75,2.75,3,3.25,"White",-0.304808195862791,-0.65231408745745,0.018296674522126,0.793090468709086,0.442033254778738,0.394769573186698,-0.286200576067033,0.157845640219953
"2922","94573949","female",76,"OTHER","no","English","yes","12",NA,"no",NA,3.25,3,2.75,2.5,3.75,2.5,3,2.75,"White",0.195191804137209,0.0976859125425502,-0.231703325477874,-0.456909531290914,0.442033254778738,-0.105230426813302,-0.536200576067033,0.157845640219953
"2923","94573951","male",77,"OTHER","no","English","yes","12",NA,"no",NA,2.75,3,2.25,3.5,3.25,3.25,2.75,3.25,"White",-0.304808195862791,0.0976859125425502,-0.731703325477874,0.543090468709086,-0.057966745221262,0.394769573186698,0.213799423932967,-0.0921543597800469
"2924","94573955","male",80,"OTHER","no","English","yes","8","no","no",NA,2.75,2.25,2.75,3.25,3,3,2.75,3.25,"White",-0.304808195862791,-0.65231408745745,-0.231703325477874,0.293090468709086,-0.307966745221262,0.394769573186698,-0.0362005760670332,-0.0921543597800469
"2925","94573957","female",78,"OTHER",NA,"English","yes","11","no","no",NA,3.75,3,3,3,3.5,3,3,3,"White",0.695191804137209,0.0976859125425502,0.018296674522126,0.0430904687090861,0.192033254778738,0.144769573186698,-0.0362005760670332,0.157845640219953
"2926","94574027","male",77,"OTHER","no","English","yes","11","no","no",NA,3,3.5,3,3,3.5,3.25,3.25,3.25,"White",-0.0548081958627913,0.59768591254255,0.018296674522126,0.0430904687090861,0.192033254778738,0.394769573186698,0.213799423932967,0.407845640219953
"2928","94574105","female",79,"BLACK","no","English","yes","10",NA,"no",NA,3.25,2.5,3.25,3,3,3.25,2,2.75,"Black",0.195191804137209,-0.40231408745745,0.268296674522126,0.0430904687090861,-0.307966745221262,-0.105230426813302,0.213799423932967,-0.842154359780047
"2929","94574112","female",78,"BLACK","no","English","yes","9","no","no",NA,2.5,2.75,3,3.25,2.5,3,2.75,3,"Black",-0.554808195862791,-0.15231408745745,0.018296674522126,0.293090468709086,-0.807966745221262,0.144769573186698,-0.0362005760670332,-0.0921543597800469
"2930","94574118","male",80,"BLACK","no","English","yes","9","yes","yes","8",2.25,2,2.75,2.75,2.25,3,1.25,2.5,"Black",-0.804808195862791,-0.90231408745745,-0.231703325477874,-0.206909531290914,-1.05796674522126,-0.355230426813302,-0.0362005760670332,-1.59215435978005
"2931","94574119","male",78,"OTHER","no","English","yes","12",NA,"no",NA,3.75,2.75,3.5,2.75,3.5,3,2.75,3,"White",0.695191804137209,-0.15231408745745,0.518296674522126,-0.206909531290914,0.192033254778738,0.144769573186698,-0.0362005760670332,-0.0921543597800469
"2932","94574128","female",80,"OTHER","no","English","yes","9","no","no",NA,3.25,3.25,2.75,3.5,3.5,3.5,3.5,3.25,"White",0.195191804137209,0.34768591254255,-0.231703325477874,0.543090468709086,0.192033254778738,0.394769573186698,0.463799423932967,0.657845640219953
"2933","94574135","male",79,"OTHER","no","English","yes","9",NA,"yes","9",3.25,2.5,2.75,2.75,3.25,3.25,3,3,"White",0.195191804137209,-0.40231408745745,-0.231703325477874,-0.206909531290914,-0.057966745221262,0.144769573186698,0.213799423932967,0.157845640219953
"2934","94574140","female",78,"OTHER","no","English","yes","11","no","no",NA,3.25,3.25,2.5,3.75,3.25,3.75,3,3.5,"White",0.195191804137209,0.34768591254255,-0.481703325477874,0.793090468709086,-0.057966745221262,0.644769573186698,0.713799423932967,0.157845640219953
"2935","94574235","female",78,"BLACK","no","English","yes","11","no","no",NA,3,3.5,3,3,3.25,3.25,3,2.75,"Black",-0.0548081958627913,0.59768591254255,0.018296674522126,0.0430904687090861,-0.057966745221262,-0.105230426813302,0.213799423932967,0.157845640219953
"2936","94574237","female",77,"OTHER","no","English","yes","10",NA,"no",NA,3.25,3.25,2.75,3.5,4,3,2.25,3.25,"White",0.195191804137209,0.34768591254255,-0.231703325477874,0.543090468709086,0.692033254778738,0.394769573186698,-0.0362005760670332,-0.592154359780047
"2937","94574241","female",77,"OTHER","no","English","yes","12",NA,"no",NA,2.75,3,3,2.5,3,3.25,3,2.5,"White",-0.304808195862791,0.0976859125425502,0.018296674522126,-0.456909531290914,-0.307966745221262,-0.355230426813302,0.213799423932967,0.157845640219953
"2938","94574281","female",76,"HISPANIC","yes","English","yes","12",NA,"no",NA,3,3,4,2,3.5,3,3.25,3,"White",-0.0548081958627913,0.0976859125425502,1.01829667452213,-0.956909531290914,0.192033254778738,0.144769573186698,-0.0362005760670332,0.407845640219953
"2939","94574310","female",77,"BLACK","no","English","yes","12",NA,"yes","8",3,3.25,3,3.5,3,2.5,3,2.75,"Black",-0.0548081958627913,0.34768591254255,0.018296674522126,0.543090468709086,-0.307966745221262,-0.105230426813302,-0.536200576067033,0.157845640219953
"2940","94574388","female",77,"BLACK","no","English","yes","12",NA,"no",NA,3.5,3,3,2.75,3,3,3,2.5,"Black",0.445191804137209,0.0976859125425502,0.018296674522126,-0.206909531290914,-0.307966745221262,-0.355230426813302,-0.0362005760670332,0.157845640219953
"2941","94574412","male",80,"OTHER","no","English",NA,"9","yes","yes","9",3,3,3,2.75,3.5,3.25,2.5,3,"White",-0.0548081958627913,0.0976859125425502,0.018296674522126,-0.206909531290914,0.192033254778738,0.144769573186698,0.213799423932967,-0.342154359780047
"2942","94574414","male",77,"OTHER","no","English","yes","11","no","no",NA,2.25,3,2.75,3.25,3.25,3,3.25,2.75,"Asian/Pacific Islander",-0.804808195862791,0.0976859125425502,-0.231703325477874,0.293090468709086,-0.057966745221262,-0.105230426813302,-0.0362005760670332,0.407845640219953
"2945","94574494","male",77,"OTHER","no","English","yes","11","no","yes","6",2.75,3,2.75,3,3.75,2.75,3,2.5,"White",-0.304808195862791,0.0976859125425502,-0.231703325477874,0.0430904687090861,0.442033254778738,-0.355230426813302,-0.286200576067033,0.157845640219953
"2946","94574536","male",76,"OTHER","no","English","yes","12",NA,"yes","9",3,3,3,3,3.5,3,3,3,"White",-0.0548081958627913,0.0976859125425502,0.018296674522126,0.0430904687090861,0.192033254778738,0.144769573186698,-0.0362005760670332,0.157845640219953
"2947","94574647","female",78,"HISPANIC","yes","English","no","12",NA,"no",NA,2.75,3,3.5,4,3.75,4,3,4,"Other",-0.304808195862791,0.0976859125425502,0.518296674522126,1.04309046870909,0.442033254778738,1.1447695731867,0.963799423932967,0.157845640219953
"2949","94574729","female",76,"OTHER","no","English","yes","12",NA,"no",NA,2.5,2.25,3,3,3,3,2.25,3,"White",-0.554808195862791,-0.65231408745745,0.018296674522126,0.0430904687090861,-0.307966745221262,0.144769573186698,-0.0362005760670332,-0.592154359780047
"2951","94574748","male",78,"OTHER","no","English","yes","9","no","no",NA,3,3,3.25,2.75,3.5,3.25,3,2.75,"White",-0.0548081958627913,0.0976859125425502,0.268296674522126,-0.206909531290914,0.192033254778738,-0.105230426813302,0.213799423932967,0.157845640219953
"2952","94574802","male",81,"OTHER","no","English","yes","8","no","no",NA,3.75,3,3.5,3.25,4,3.5,3,2.75,"White",0.695191804137209,0.0976859125425502,0.518296674522126,0.293090468709086,0.692033254778738,-0.105230426813302,0.463799423932967,0.157845640219953
"2953","94574815","female",79,"BLACK","no","English","yes","9","yes","yes","9",1.75,2.25,2.75,2.25,3,2.25,2.25,2.75,"Black",-1.30480819586279,-0.65231408745745,-0.231703325477874,-0.706909531290914,-0.307966745221262,-0.105230426813302,-0.786200576067033,-0.592154359780047
"2955","94574830","female",78,"OTHER","no","English",NA,"11",NA,"no",NA,3.25,2.75,3,3.5,3.5,3,2.75,2.5,"White",0.195191804137209,-0.15231408745745,0.018296674522126,0.543090468709086,0.192033254778738,-0.355230426813302,-0.0362005760670332,-0.0921543597800469
"2957","94575026","female",79,"BLACK","no","English","yes","9","no","no",NA,2.75,2.75,2.75,3.5,3.5,3.5,2.25,3,"Black",-0.304808195862791,-0.15231408745745,-0.231703325477874,0.543090468709086,0.192033254778738,0.144769573186698,0.463799423932967,-0.592154359780047
"2958","94575029","female",81,"BLACK","no","English","yes","8","no","no",NA,3.5,3,3.5,3,3.5,3,2.75,2.5,"Black",0.445191804137209,0.0976859125425502,0.518296674522126,0.0430904687090861,0.192033254778738,-0.355230426813302,-0.0362005760670332,-0.0921543597800469
"2960","94575035","female",77,"OTHER","no","English",NA,"11",NA,"no",NA,3.25,3.25,4,2.75,3.5,3,2.75,2.25,"White",0.195191804137209,0.34768591254255,1.01829667452213,-0.206909531290914,0.192033254778738,-0.605230426813302,-0.0362005760670332,-0.0921543597800469
"2962","94575068","female",78,"OTHER","no","English","yes","11",NA,"yes","11",2.75,3.25,3.5,3,3.75,3,3,3,"White",-0.304808195862791,0.34768591254255,0.518296674522126,0.0430904687090861,0.442033254778738,0.144769573186698,-0.0362005760670332,0.157845640219953
"2963","94575076","male",77,"OTHER","no","English",NA,"12",NA,"no",NA,3.25,3.25,3.5,3.25,3.75,3.25,2.33333333333333,3,"White",0.195191804137209,0.34768591254255,0.518296674522126,0.293090468709086,0.442033254778738,0.144769573186698,0.213799423932967,-0.508821026446713
"2964","94575116","female",78,"OTHER","no","English",NA,"11","no","no",NA,3,2.75,3.25,3,4,3.25,2.5,3.25,"White",-0.0548081958627913,-0.15231408745745,0.268296674522126,0.0430904687090861,0.692033254778738,0.394769573186698,0.213799423932967,-0.342154359780047
"2966","94575133","male",79,"OTHER","no","English","yes","10","no","no",NA,2.5,2.5,2.75,3,3.25,3.5,2.5,3,"White",-0.554808195862791,-0.40231408745745,-0.231703325477874,0.0430904687090861,-0.057966745221262,0.144769573186698,0.463799423932967,-0.342154359780047
"2968","94575172","female",77,"OTHER","no","English","yes","12",NA,"no",NA,3,3,3.25,2.5,3.5,3.75,3.25,3,"White",-0.0548081958627913,0.0976859125425502,0.268296674522126,-0.456909531290914,0.192033254778738,0.144769573186698,0.713799423932967,0.407845640219953
"2969","94575194","male",77,"HISPANIC","yes","Spanish","yes","11",NA,"no",NA,2.75,3.5,3.25,3,3.5,3,2.75,3,"Other",-0.304808195862791,0.59768591254255,0.268296674522126,0.0430904687090861,0.192033254778738,0.144769573186698,-0.0362005760670332,-0.0921543597800469
