"","pid","sex","birth_year","race","hispanic","home_language","US_born","grade_w1","suspension_this_year","ever_suspended","grade_last_suspended","extrav","agree","consc","neuro","open","anger","optimism","anxiety","race_complex","extrav_c","agree_c","consc_c","neuro_c","open_c","anxiety_c","anger_c","optimism_c"
"5925","99570726","male",81,"BLACK","no","English","yes","8","no","no",NA,3.25,3,3.25,2.75,3.25,3,3,3,"Black",0.195191804137209,0.0976859125425502,0.268296674522126,-0.206909531290914,-0.057966745221262,0.144769573186698,-0.0362005760670332,0.157845640219953
"5927","99570879","male",79,"OTHER","no","English","yes","10","no","no",NA,3.5,3.5,3.5,3,4.25,3.75,3,2.25,"White",0.445191804137209,0.59768591254255,0.518296674522126,0.0430904687090861,0.942033254778738,-0.605230426813302,0.713799423932967,0.157845640219953
"5928","99570891","male",78,"OTHER","no","English",NA,"11","no","no",NA,3.25,2.75,3,2.75,3.25,2.25,2.75,3,"White",0.195191804137209,-0.15231408745745,0.018296674522126,-0.206909531290914,-0.057966745221262,0.144769573186698,-0.786200576067033,-0.0921543597800469
"5929","99570896","male",78,"OTHER","no","English","yes","10",NA,"yes","9",2.75,3,2.5,2.5,3.75,3,2.5,2.25,"White",-0.304808195862791,0.0976859125425502,-0.481703325477874,-0.456909531290914,0.442033254778738,-0.605230426813302,-0.0362005760670332,-0.342154359780047
"5930","99570920","female",82,"OTHER","no","Other","yes","7","no","no",NA,3.25,2.75,2.75,2.75,3.25,4,2.75,2.75,"White",0.195191804137209,-0.15231408745745,-0.231703325477874,-0.206909531290914,-0.057966745221262,-0.105230426813302,0.963799423932967,-0.0921543597800469
"5931","99570975","male",79,"HISPANIC","yes","English","yes","9","no","no",NA,2.25,2.75,3.25,3.75,4.75,3.75,3.5,4,"Indigenous/Native American",-0.804808195862791,-0.15231408745745,0.268296674522126,0.793090468709086,1.44203325477874,1.1447695731867,0.713799423932967,0.657845640219953
"5932","99570997","male",79,"OTHER","no","English","yes","10","no","no",NA,3,3,2.75,2.75,3.5,2.25,2.75,2.75,"White",-0.0548081958627913,0.0976859125425502,-0.231703325477874,-0.206909531290914,0.192033254778738,-0.105230426813302,-0.786200576067033,-0.0921543597800469
"5934","99571065","female",79,"OTHER","no","English","yes","10","yes","no",NA,3.25,3.25,2.75,3.25,4,3.25,3,3,"White",0.195191804137209,0.34768591254255,-0.231703325477874,0.293090468709086,0.692033254778738,0.144769573186698,0.213799423932967,0.157845640219953
"5935","99571068","female",78,"OTHER","no","English","yes","11","no","no",NA,2.75,2,2.25,3.25,3,3,2.75,2.25,"White",-0.304808195862791,-0.90231408745745,-0.731703325477874,0.293090468709086,-0.307966745221262,-0.605230426813302,-0.0362005760670332,-0.0921543597800469
"5937","99571111","male",82,"OTHER","no","English","yes","7","no","no",NA,3.25,2.75,2.25,3.25,3.5,2.5,3,3,"White",0.195191804137209,-0.15231408745745,-0.731703325477874,0.293090468709086,0.192033254778738,0.144769573186698,-0.536200576067033,0.157845640219953
"5939","99571170","male",77,"BLACK","no","English","yes",NA,NA,"yes","8",3,2.5,3,3,3.5,3.25,2.75,3.5,"Black",-0.0548081958627913,-0.40231408745745,0.018296674522126,0.0430904687090861,0.192033254778738,0.644769573186698,0.213799423932967,-0.0921543597800469
"5941","99571202","male",80,"OTHER","no","English","yes","9","no","no",NA,2.25,2.25,3,3,3,2.75,3,2.75,"White",-0.804808195862791,-0.65231408745745,0.018296674522126,0.0430904687090861,-0.307966745221262,-0.105230426813302,-0.286200576067033,0.157845640219953
"5942","99571215","male",80,"OTHER","no","English","yes","9","no","no",NA,2.5,3,2.75,3,3,3,3.5,3.5,"White",-0.554808195862791,0.0976859125425502,-0.231703325477874,0.0430904687090861,-0.307966745221262,0.644769573186698,-0.0362005760670332,0.657845640219953
"5943","99571216","female",76,"OTHER","no","English","yes","12",NA,"no",NA,3,3,3.25,3,3,3,2.75,3.25,"White",-0.0548081958627913,0.0976859125425502,0.268296674522126,0.0430904687090861,-0.307966745221262,0.394769573186698,-0.0362005760670332,-0.0921543597800469
"5944","99571263","male",80,"OTHER","no","English",NA,"9","no","no",NA,3.25,3,3.5,3,3.75,2.75,2.5,2.5,"White",0.195191804137209,0.0976859125425502,0.518296674522126,0.0430904687090861,0.442033254778738,-0.355230426813302,-0.286200576067033,-0.342154359780047
"5945","99571273","male",80,"OTHER","no","English","yes","9",NA,"no",NA,2.5,1.75,2.5,3,3.75,2.75,2.25,1.75,"White",-0.554808195862791,-1.15231408745745,-0.481703325477874,0.0430904687090861,0.442033254778738,-1.1052304268133,-0.286200576067033,-0.592154359780047
"5946","99571301","male",79,"OTHER","no","English","yes","10","no","yes","10",3.25,2.75,3.25,3.5,3.25,3,3,2.5,"White",0.195191804137209,-0.15231408745745,0.268296674522126,0.543090468709086,-0.057966745221262,-0.355230426813302,-0.0362005760670332,0.157845640219953
"5947","99571303","female",77,"OTHER","no","English","yes","12",NA,"yes","11",3.75,2.75,3,3.5,2.5,3,2.75,2.75,"White",0.695191804137209,-0.15231408745745,0.018296674522126,0.543090468709086,-0.807966745221262,-0.105230426813302,-0.0362005760670332,-0.0921543597800469
"5949","99571314","female",81,"HISPANIC","yes","English","yes","8","no","no",NA,3.25,3,3.5,2.5,3.25,3,3,2.5,"White",0.195191804137209,0.0976859125425502,0.518296674522126,-0.456909531290914,-0.057966745221262,-0.355230426813302,-0.0362005760670332,0.157845640219953
"5950","99571316","female",81,"OTHER","no","English","yes","7","no","no",NA,3,3,3,2.75,3,3.5,3.25,3,"White",-0.0548081958627913,0.0976859125425502,0.018296674522126,-0.206909531290914,-0.307966745221262,0.144769573186698,0.463799423932967,0.407845640219953
"5952","99571353","male",76,"OTHER","no","English","yes","12",NA,"no",NA,3.5,3,3.25,3,3,3,3,2.75,"White",0.445191804137209,0.0976859125425502,0.268296674522126,0.0430904687090861,-0.307966745221262,-0.105230426813302,-0.0362005760670332,0.157845640219953
"5953","99571356","male",78,"OTHER","no","English","yes","11","no","no",NA,2.75,3,3.5,2.75,3.75,3,3,2.25,"Indigenous/Native American",-0.304808195862791,0.0976859125425502,0.518296674522126,-0.206909531290914,0.442033254778738,-0.605230426813302,-0.0362005760670332,0.157845640219953
"5954","99571369","female",80,"OTHER","no","English","yes","9","no","no",NA,3,3.5,2.75,2.25,2.25,3,3,3,"White",-0.0548081958627913,0.59768591254255,-0.231703325477874,-0.706909531290914,-1.05796674522126,0.144769573186698,-0.0362005760670332,0.157845640219953
"5955","99571375","male",77,"HISPANIC","yes","English","yes","11","no","yes","8",2.25,3,2.25,1.5,3.25,2,1.5,1.75,"White",-0.804808195862791,0.0976859125425502,-0.731703325477874,-1.45690953129091,-0.057966745221262,-1.1052304268133,-1.03620057606703,-1.34215435978005
"5956","99571401","male",78,"OTHER","no","English","yes","11","yes","no",NA,2.5,3.25,4,3.75,3,3.25,2.5,3.25,"White",-0.554808195862791,0.34768591254255,1.01829667452213,0.793090468709086,-0.307966745221262,0.394769573186698,0.213799423932967,-0.342154359780047
"5957","99571415","male",80,"OTHER","no","English","yes","8","no","no",NA,2,2.33333333333333,3.25,2.75,2.66666666666667,3,2.75,3,"White",-1.05480819586279,-0.568980754124116,0.268296674522126,-0.206909531290914,-0.641300078554595,0.144769573186698,-0.0362005760670332,-0.0921543597800469
"5958","99571419","female",79,"OTHER","no","English","yes",NA,"no","no",NA,3.25,2.5,2.5,2.75,3.5,3.25,2.75,2.75,"Indigenous/Native American",0.195191804137209,-0.40231408745745,-0.481703325477874,-0.206909531290914,0.192033254778738,-0.105230426813302,0.213799423932967,-0.0921543597800469
"5960","99571500","male",80,"OTHER","no","English",NA,"9","no","no",NA,2.5,3.75,3.25,3,3.25,3.75,3.25,3.25,"White",-0.554808195862791,0.84768591254255,0.268296674522126,0.0430904687090861,-0.057966745221262,0.394769573186698,0.713799423932967,0.407845640219953
"5961","99571606","male",80,"OTHER","no","English","yes","7","yes","yes","7",2.75,2.75,3.5,3.25,2.75,2.5,3,2.75,"White",-0.304808195862791,-0.15231408745745,0.518296674522126,0.293090468709086,-0.557966745221262,-0.105230426813302,-0.536200576067033,0.157845640219953
"5962","99571660","female",79,"OTHER","no","English","yes","9",NA,"no",NA,3.5,2.5,3,3,3.5,3.5,1.75,2.75,"White",0.445191804137209,-0.40231408745745,0.018296674522126,0.0430904687090861,0.192033254778738,-0.105230426813302,0.463799423932967,-1.09215435978005
"5963","99571664","female",79,"OTHER","no","English","yes","10","no","no",NA,3,3.25,3,3,3.5,3.5,3,2.5,"White",-0.0548081958627913,0.34768591254255,0.018296674522126,0.0430904687090861,0.192033254778738,-0.355230426813302,0.463799423932967,0.157845640219953
"5966","99571762","male",79,"OTHER","no","English","yes","9","no","no",NA,2.75,3,3.5,3,3.75,3,2.75,2.5,"Other",-0.304808195862791,0.0976859125425502,0.518296674522126,0.0430904687090861,0.442033254778738,-0.355230426813302,-0.0362005760670332,-0.0921543597800469
"5967","99571818","female",80,"OTHER","no","English","yes","8","no","no",NA,3,2.75,3.5,2.5,2.25,3.25,2.5,2.5,"White",-0.0548081958627913,-0.15231408745745,0.518296674522126,-0.456909531290914,-1.05796674522126,-0.355230426813302,0.213799423932967,-0.342154359780047
"5968","99571916","female",78,"OTHER","no","English","yes","10","no","no",NA,2.25,2.75,2.75,3.25,3.25,3,2,2.75,"White",-0.804808195862791,-0.15231408745745,-0.231703325477874,0.293090468709086,-0.057966745221262,-0.105230426813302,-0.0362005760670332,-0.842154359780047
"5969","99571950","male",77,"OTHER","no","English","yes","12",NA,"no",NA,3,3,3.25,3,3.75,3,3,3,"White",-0.0548081958627913,0.0976859125425502,0.268296674522126,0.0430904687090861,0.442033254778738,0.144769573186698,-0.0362005760670332,0.157845640219953
"5971","99572042","male",79,"OTHER","no","English","yes","10","no","yes","7",3.25,3,3,2.5,3.5,3,3,2.5,"White",0.195191804137209,0.0976859125425502,0.018296674522126,-0.456909531290914,0.192033254778738,-0.355230426813302,-0.0362005760670332,0.157845640219953
"5973","99572110","female",80,"OTHER","no","English","yes","9","yes","no",NA,3,3,2.75,2.5,3.5,2.75,2.75,3,"White",-0.0548081958627913,0.0976859125425502,-0.231703325477874,-0.456909531290914,0.192033254778738,0.144769573186698,-0.286200576067033,-0.0921543597800469
"5974","99572178","female",79,"OTHER","no","English","yes","10","no","no",NA,3,3.25,3.25,3.5,3,3,2.25,2,"White",-0.0548081958627913,0.34768591254255,0.268296674522126,0.543090468709086,-0.307966745221262,-0.855230426813302,-0.0362005760670332,-0.592154359780047
"5975","99572214","female",77,"OTHER","no","English","yes","12",NA,"no",NA,4,2.75,2.75,3.25,3.75,3.25,3,3.25,"White",0.945191804137209,-0.15231408745745,-0.231703325477874,0.293090468709086,0.442033254778738,0.394769573186698,0.213799423932967,0.157845640219953
"5976","99572216","female",80,"OTHER","no","English","yes","9","no","no",NA,2.75,3,3,3,3,3,3,2.5,"White",-0.304808195862791,0.0976859125425502,0.018296674522126,0.0430904687090861,-0.307966745221262,-0.355230426813302,-0.0362005760670332,0.157845640219953
"5977","99572221","female",78,"OTHER","no","English","yes","11","no","no",NA,3.25,2.75,3.5,3,3.25,3,3,3,"Indigenous/Native American",0.195191804137209,-0.15231408745745,0.518296674522126,0.0430904687090861,-0.057966745221262,0.144769573186698,-0.0362005760670332,0.157845640219953
"5980","99572228","female",79,"OTHER","no","English","yes","10","no","yes","8",2.5,2.5,3,2.75,2.5,2.75,2.5,3.25,"Indigenous/Native American",-0.554808195862791,-0.40231408745745,0.018296674522126,-0.206909531290914,-0.807966745221262,0.394769573186698,-0.286200576067033,-0.342154359780047
"5981","99572229","female",80,"OTHER","no","English","yes","7",NA,"no",NA,2.5,2.75,1.75,2.25,2.5,2.75,2.75,2,"Indigenous/Native American",-0.554808195862791,-0.15231408745745,-1.23170332547787,-0.706909531290914,-0.807966745221262,-0.855230426813302,-0.286200576067033,-0.0921543597800469
"5982","99572263","female",81,"OTHER","no","English","yes","7","no","no",NA,3.25,3,3,3,3.25,3,3,2.5,"White",0.195191804137209,0.0976859125425502,0.018296674522126,0.0430904687090861,-0.057966745221262,-0.355230426813302,-0.0362005760670332,0.157845640219953
"5983","99572272","male",78,"BLACK","no","English","yes","9","no","no",NA,4.5,2.75,3.5,2.25,3.5,3,2.25,2.75,"Black",1.44519180413721,-0.15231408745745,0.518296674522126,-0.706909531290914,0.192033254778738,-0.105230426813302,-0.0362005760670332,-0.592154359780047
"5984","99572277","male",79,"BLACK","no","English","yes","10","no","yes","7",2.5,3.25,3,3.75,3.25,3.5,2.75,2.75,"Black",-0.554808195862791,0.34768591254255,0.018296674522126,0.793090468709086,-0.057966745221262,-0.105230426813302,0.463799423932967,-0.0921543597800469
"5985","99572280","male",82,"OTHER","no","English","yes","7","no","no",NA,3.25,3,2.75,2.5,3,3,3.25,3,"White",0.195191804137209,0.0976859125425502,-0.231703325477874,-0.456909531290914,-0.307966745221262,0.144769573186698,-0.0362005760670332,0.407845640219953
"5986","99572283","male",79,"BLACK","no","English","yes","9","yes","no",NA,2.75,3.5,3.5,3.5,3.75,3.25,3.5,3,"Black",-0.304808195862791,0.59768591254255,0.518296674522126,0.543090468709086,0.442033254778738,0.144769573186698,0.213799423932967,0.657845640219953
"5987","99572288","female",79,"BLACK","no","English","yes","9","no","no",NA,3.25,3,3,2.25,3.25,2,2.25,2.25,"Black",0.195191804137209,0.0976859125425502,0.018296674522126,-0.706909531290914,-0.057966745221262,-0.605230426813302,-1.03620057606703,-0.592154359780047
"5988","99572290","female",80,"OTHER","no","English","yes","9","no","no",NA,2.75,3,2.75,3,3.75,3.25,3,2.75,"White",-0.304808195862791,0.0976859125425502,-0.231703325477874,0.0430904687090861,0.442033254778738,-0.105230426813302,0.213799423932967,0.157845640219953
"5991","99572317","female",79,"OTHER","no","English","yes","10","no","yes","10",3.5,3,2.75,2.75,4.25,3.5,2.5,3,"White",0.445191804137209,0.0976859125425502,-0.231703325477874,-0.206909531290914,0.942033254778738,0.144769573186698,0.463799423932967,-0.342154359780047
"5992","99572321","male",77,"HISPANIC","yes","Spanish","yes","12",NA,"yes","11",3,3,3.25,3.5,3.25,3,3.5,2.75,"White",-0.0548081958627913,0.0976859125425502,0.268296674522126,0.543090468709086,-0.057966745221262,-0.105230426813302,-0.0362005760670332,0.657845640219953
"5993","99572326","female",79,"HISPANIC","yes","English",NA,"8","no","yes","8",2.5,1.5,2.5,2.5,2.5,3,2.75,2.75,"Indigenous/Native American",-0.554808195862791,-1.40231408745745,-0.481703325477874,-0.456909531290914,-0.807966745221262,-0.105230426813302,-0.0362005760670332,-0.0921543597800469
"5994","99572347","male",78,"OTHER","no","English","yes","11","no","yes","10",3.25,2.75,3,3.25,3.25,3,2.75,3,"White",0.195191804137209,-0.15231408745745,0.018296674522126,0.293090468709086,-0.057966745221262,0.144769573186698,-0.0362005760670332,-0.0921543597800469
"5995","99572367","female",77,"OTHER","no","English","yes","12",NA,"no",NA,3,2.75,3.25,3,3.5,3,3.25,3,"White",-0.0548081958627913,-0.15231408745745,0.268296674522126,0.0430904687090861,0.192033254778738,0.144769573186698,-0.0362005760670332,0.407845640219953
"5996","99572380","male",78,"BLACK","no","English","yes","11","yes","yes","11",3.5,3.25,2.75,3.75,3.25,2.75,3.25,3.25,"Black",0.445191804137209,0.34768591254255,-0.231703325477874,0.793090468709086,-0.057966745221262,0.394769573186698,-0.286200576067033,0.407845640219953
"5997","99572383","male",80,"OTHER","no","English",NA,"8","yes","no",NA,2.5,3,2.75,3,3.25,3.25,2.5,2.5,"White",-0.554808195862791,0.0976859125425502,-0.231703325477874,0.0430904687090861,-0.057966745221262,-0.355230426813302,0.213799423932967,-0.342154359780047
"5998","99572384","female",78,"OTHER","no","English","yes","10","no","no",NA,3,2.5,2.5,2.25,3.5,3.75,2.5,3,"White",-0.0548081958627913,-0.40231408745745,-0.481703325477874,-0.706909531290914,0.192033254778738,0.144769573186698,0.713799423932967,-0.342154359780047
"6001","99572392","female",80,"OTHER","no","English","yes","9","no","no",NA,3.25,3.25,2.75,2.75,3.5,3.25,3,3,"White",0.195191804137209,0.34768591254255,-0.231703325477874,-0.206909531290914,0.192033254778738,0.144769573186698,0.213799423932967,0.157845640219953
"6003","99572465","male",80,"OTHER","no","English","yes","9","no","yes","7",3.25,3,3.5,3,3.5,3,3,3,"White",0.195191804137209,0.0976859125425502,0.518296674522126,0.0430904687090861,0.192033254778738,0.144769573186698,-0.0362005760670332,0.157845640219953
"6004","99572467","male",78,"OTHER","no","English","yes","10","no","no",NA,3,2.5,2.5,3,3,3.5,3,3.5,"White",-0.0548081958627913,-0.40231408745745,-0.481703325477874,0.0430904687090861,-0.307966745221262,0.644769573186698,0.463799423932967,0.157845640219953
"6005","99572472","male",76,"OTHER","no","English","yes","12",NA,"yes","12",2.5,3,2.5,3.75,3,3.5,2.25,2.5,"White",-0.554808195862791,0.0976859125425502,-0.481703325477874,0.793090468709086,-0.307966745221262,-0.355230426813302,0.463799423932967,-0.592154359780047
"6006","99572562","female",77,"OTHER","no","English",NA,"12",NA,"no",NA,2.75,3,3,2.75,3.5,2.5,2.75,2.5,"White",-0.304808195862791,0.0976859125425502,0.018296674522126,-0.206909531290914,0.192033254778738,-0.355230426813302,-0.536200576067033,-0.0921543597800469
"6008","99572643","male",77,"OTHER","no","English",NA,"10","no","yes","5",3.25,3.5,3.25,2.75,3.25,3.25,3.25,3,"White",0.195191804137209,0.59768591254255,0.268296674522126,-0.206909531290914,-0.057966745221262,0.144769573186698,0.213799423932967,0.407845640219953
"6009","99572662","male",80,"OTHER","no","English",NA,"9","no","no",NA,2.5,2.5,3,3,4.25,2,2.5,2,"White",-0.554808195862791,-0.40231408745745,0.018296674522126,0.0430904687090861,0.942033254778738,-0.855230426813302,-1.03620057606703,-0.342154359780047
"6010","99572875","female",80,"BLACK","no","English","yes","9","no","no",NA,2.75,3,3.25,2.75,4,3.5,2.25,2,"Black",-0.304808195862791,0.0976859125425502,0.268296674522126,-0.206909531290914,0.692033254778738,-0.855230426813302,0.463799423932967,-0.592154359780047
"6011","99572919","female",78,"OTHER","no","English","yes","11","no","no",NA,3.25,3.25,3.5,2.5,4.25,3.5,2.75,3.25,"White",0.195191804137209,0.34768591254255,0.518296674522126,-0.456909531290914,0.942033254778738,0.394769573186698,0.463799423932967,-0.0921543597800469
"6012","99572924","female",79,"HISPANIC","yes","Spanish","yes","10","no","no",NA,3.25,3,3.25,2,3,2.75,2.75,2.75,"Other",0.195191804137209,0.0976859125425502,0.268296674522126,-0.956909531290914,-0.307966745221262,-0.105230426813302,-0.286200576067033,-0.0921543597800469
"6013","99572925","female",76,"HISPANIC","yes","English","yes","12",NA,"yes","8",3,3,2,2.5,1.5,3,3,2.25,"White",-0.0548081958627913,0.0976859125425502,-0.981703325477874,-0.456909531290914,-1.80796674522126,-0.605230426813302,-0.0362005760670332,0.157845640219953
"6015","99572929","male",79,"OTHER","no","English",NA,"10","yes","yes","9",3,3.25,2.25,3.5,3,3.25,3,2.75,"Indigenous/Native American",-0.0548081958627913,0.34768591254255,-0.731703325477874,0.543090468709086,-0.307966745221262,-0.105230426813302,0.213799423932967,0.157845640219953
"6016","99572944","male",77,"OTHER","no","English","yes","11","no","no",NA,3.25,2.75,2.75,2.75,3.25,3,2.5,2.5,"White",0.195191804137209,-0.15231408745745,-0.231703325477874,-0.206909531290914,-0.057966745221262,-0.355230426813302,-0.0362005760670332,-0.342154359780047
"6017","99572962","female",78,"OTHER","no","English","yes","10","no","no",NA,4,3,3.5,2.75,3,3.25,3,3,"White",0.945191804137209,0.0976859125425502,0.518296674522126,-0.206909531290914,-0.307966745221262,0.144769573186698,0.213799423932967,0.157845640219953
"6018","99572971","male",78,"OTHER","no","English",NA,"9","yes","yes","8",3.5,2.75,3.5,3.5,4.5,3.5,2.25,2,"White",0.445191804137209,-0.15231408745745,0.518296674522126,0.543090468709086,1.19203325477874,-0.855230426813302,0.463799423932967,-0.592154359780047
"6020","99572975","male",80,"OTHER","no","English","yes","9",NA,"no",NA,3,2.75,3.25,3,2.75,2.75,2.5,3.5,"White",-0.0548081958627913,-0.15231408745745,0.268296674522126,0.0430904687090861,-0.557966745221262,0.644769573186698,-0.286200576067033,-0.342154359780047
"6021","99572983","male",77,"BLACK","no","English",NA,"12",NA,"no",NA,3,3,2.75,3,3.5,2.75,2.5,3,"Black",-0.0548081958627913,0.0976859125425502,-0.231703325477874,0.0430904687090861,0.192033254778738,0.144769573186698,-0.286200576067033,-0.342154359780047
"6022","99572984","female",79,"BLACK","no","English",NA,"10","no","no",NA,3.5,2.5,2.75,3.5,3.5,3,2.75,3,"Black",0.445191804137209,-0.40231408745745,-0.231703325477874,0.543090468709086,0.192033254778738,0.144769573186698,-0.0362005760670332,-0.0921543597800469
"6024","99572988","male",79,"BLACK","no","English","yes","9",NA,"yes","7",3.5,2.25,3,3.5,2.75,2.75,2.75,2.75,"Black",0.445191804137209,-0.65231408745745,0.018296674522126,0.543090468709086,-0.557966745221262,-0.105230426813302,-0.286200576067033,-0.0921543597800469
"6025","99572990","female",79,"OTHER","no","English","yes","10","no","no",NA,3,3,3.25,2.5,3.25,3,3,2.75,"White",-0.0548081958627913,0.0976859125425502,0.268296674522126,-0.456909531290914,-0.057966745221262,-0.105230426813302,-0.0362005760670332,0.157845640219953
"6026","99573014","female",81,"OTHER","no","English",NA,"8","no","no",NA,3,2.5,3,2.75,2.75,3.25,3,2.75,"White",-0.0548081958627913,-0.40231408745745,0.018296674522126,-0.206909531290914,-0.557966745221262,-0.105230426813302,0.213799423932967,0.157845640219953
"6027","99573036","male",78,"OTHER","no","English","yes","11","no","yes","11",3,2.75,3,3.5,3.25,3,3,3.25,"White",-0.0548081958627913,-0.15231408745745,0.018296674522126,0.543090468709086,-0.057966745221262,0.394769573186698,-0.0362005760670332,0.157845640219953
"6028","99573038","male",77,"OTHER","no","English","yes","12",NA,"no",NA,3.5,3.25,3.25,2.75,4,2.75,3,3.75,"White",0.445191804137209,0.34768591254255,0.268296674522126,-0.206909531290914,0.692033254778738,0.894769573186698,-0.286200576067033,0.157845640219953
"6029","99573090","female",78,"OTHER","no","English","yes","10","yes","no",NA,2.5,2.75,3,3.5,3.5,3.5,3.5,4,"White",-0.554808195862791,-0.15231408745745,0.018296674522126,0.543090468709086,0.192033254778738,1.1447695731867,0.463799423932967,0.657845640219953
"6030","99573116","female",77,"OTHER","no","English","yes","10",NA,"no",NA,2.75,3,3.25,3.75,3.5,3,3,2.5,"White",-0.304808195862791,0.0976859125425502,0.268296674522126,0.793090468709086,0.192033254778738,-0.355230426813302,-0.0362005760670332,0.157845640219953
"6031","99573216","female",77,"OTHER","no","English","yes","12",NA,"no",NA,3,3,3.5,3,3.5,3,3.5,2.75,"White",-0.0548081958627913,0.0976859125425502,0.518296674522126,0.0430904687090861,0.192033254778738,-0.105230426813302,-0.0362005760670332,0.657845640219953
"6032","99573251","male",77,"OTHER","no","English","yes","11","no","yes","7",3,3,3.75,3.25,4,3,3,2.5,"White",-0.0548081958627913,0.0976859125425502,0.768296674522126,0.293090468709086,0.692033254778738,-0.355230426813302,-0.0362005760670332,0.157845640219953
"6033","99573253","female",77,"OTHER","no","English","yes","12",NA,"no",NA,2.5,4.25,3,3,3.75,3,3,2.75,"White",-0.554808195862791,1.34768591254255,0.018296674522126,0.0430904687090861,0.442033254778738,-0.105230426813302,-0.0362005760670332,0.157845640219953
"6034","99573254","female",81,"HISPANIC","yes","English","yes","9",NA,"no",NA,2.5,3.5,3,3,3,3,3.25,2.5,"Other",-0.554808195862791,0.59768591254255,0.018296674522126,0.0430904687090861,-0.307966745221262,-0.355230426813302,-0.0362005760670332,0.407845640219953
"6035","99573257","male",79,"OTHER","no","English","yes","10",NA,"no",NA,3,2.75,3,3.25,3.25,3.25,2.5,3,"White",-0.0548081958627913,-0.15231408745745,0.018296674522126,0.293090468709086,-0.057966745221262,0.144769573186698,0.213799423932967,-0.342154359780047
"6036","99573258","female",77,"OTHER","no","English","yes","11","no","no",NA,3.25,3.25,2.75,3,3,3,2,3,"White",0.195191804137209,0.34768591254255,-0.231703325477874,0.0430904687090861,-0.307966745221262,0.144769573186698,-0.0362005760670332,-0.842154359780047
"6038","99573314","male",78,"OTHER","no","English","yes","11","yes","yes","11",3,2.5,3.25,3.25,3.25,2.75,2.25,2.25,"White",-0.0548081958627913,-0.40231408745745,0.268296674522126,0.293090468709086,-0.057966745221262,-0.605230426813302,-0.286200576067033,-0.592154359780047
"6039","99573316","male",82,"OTHER","no","English","yes","7","no","no",NA,3,2.75,2.75,2.75,2.75,3.5,3,2.5,"White",-0.0548081958627913,-0.15231408745745,-0.231703325477874,-0.206909531290914,-0.557966745221262,-0.355230426813302,0.463799423932967,0.157845640219953
"6042","99573394","male",79,"OTHER","no","English",NA,"10","no","no",NA,2.75,2.5,3.25,3,3.25,3,3,2.75,"White",-0.304808195862791,-0.40231408745745,0.268296674522126,0.0430904687090861,-0.057966745221262,-0.105230426813302,-0.0362005760670332,0.157845640219953
"6043","99573433","female",78,"BLACK","no","English","yes","10","no","no",NA,3,3.5,3.25,2.75,3.25,3,3,3,"Black",-0.0548081958627913,0.59768591254255,0.268296674522126,-0.206909531290914,-0.057966745221262,0.144769573186698,-0.0362005760670332,0.157845640219953
"6045","99573637","female",77,"BLACK","no","English","yes","12",NA,"yes","11",3,3,3,2,4,2,3,3.25,"Black",-0.0548081958627913,0.0976859125425502,0.018296674522126,-0.956909531290914,0.692033254778738,0.394769573186698,-1.03620057606703,0.157845640219953
"6046","99573691","male",79,"OTHER","no","English",NA,"10","no","yes","9",3.25,2.75,2.5,3.25,3,2.75,3,3.25,"White",0.195191804137209,-0.15231408745745,-0.481703325477874,0.293090468709086,-0.307966745221262,0.394769573186698,-0.286200576067033,0.157845640219953
"6048","99573812","male",77,"OTHER","no","English","yes","12",NA,"no",NA,3.75,3,2.75,3,3.75,2.75,2.25,3,"White",0.695191804137209,0.0976859125425502,-0.231703325477874,0.0430904687090861,0.442033254778738,0.144769573186698,-0.286200576067033,-0.592154359780047
"6050","99573898","female",79,"OTHER","no","English",NA,"10",NA,"no",NA,3,3,3,3.25,3.5,3.5,3.75,3.5,"White",-0.0548081958627913,0.0976859125425502,0.018296674522126,0.293090468709086,0.192033254778738,0.644769573186698,0.463799423932967,0.907845640219953
"6051","99573900","male",79,"HISPANIC","yes","English","yes","9","no","no",NA,2.5,3,3,3.75,3.25,3.5,2.75,2.75,"Other",-0.554808195862791,0.0976859125425502,0.018296674522126,0.793090468709086,-0.057966745221262,-0.105230426813302,0.463799423932967,-0.0921543597800469
"6056","99573943","female",80,"OTHER","no","English",NA,"9","no","no",NA,3.25,2.75,3,2.25,3.75,2.75,3,3,"White",0.195191804137209,-0.15231408745745,0.018296674522126,-0.706909531290914,0.442033254778738,0.144769573186698,-0.286200576067033,0.157845640219953
"6057","99573944","female",77,"OTHER","no","English","yes","12",NA,"no",NA,3.25,3.25,3,3.25,3.25,3,2.75,2.5,"White",0.195191804137209,0.34768591254255,0.018296674522126,0.293090468709086,-0.057966745221262,-0.355230426813302,-0.0362005760670332,-0.0921543597800469
"6058","99573947","male",82,"OTHER","no","English",NA,"7","no","no",NA,3,2.5,3,3.25,4,2.5,3,3,"White",-0.0548081958627913,-0.40231408745745,0.018296674522126,0.293090468709086,0.692033254778738,0.144769573186698,-0.536200576067033,0.157845640219953
"6059","99573948","female",80,"OTHER","no","English","yes","9","no","no",NA,3.5,3,2.75,3,3.75,3.75,2.75,2.75,"White",0.445191804137209,0.0976859125425502,-0.231703325477874,0.0430904687090861,0.442033254778738,-0.105230426813302,0.713799423932967,-0.0921543597800469
